285829822X;Le féminin sauvage: Trouver puissance, esprit et joie dans le corps féminin  ;TAMI LYNN KENT;https://www.amazon.com.be/féminin-sauvage-Trouver-puissance-esprit/dp/285829822X
1533429391;Livre de coloriage pour adulte: 30 pages de coloriage sur l'hiver et le froid, Série de livre de coloriage pour adulte par ColoringCraze: 4  ;Coloringcraze;https://www.amazon.com.be/sspa/click?ie=UTF8&spc=MTo3NzI3ODU5Nzk1MzU3NDEyOjE2OTc2MjEyNDg6c3BfbXRmOjIwMTMyMTY4NDI2NDk4OjowOjo&url=/Livre-coloriage-pour-adulte-ColoringCraze/dp/1533429391/ref=sr_1_11_sspa?keywords=elections&qid=1697621248&s=books&sr=1-11-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
