2366130864;Se relever après un avortement: Moi non plus, je ne te condamne pas...  ;Laurent SPRIET;https://www.amazon.com.be/Se-relever-après-avortement-condamne/dp/2366130864
2740312423;Livre blanc de l'avortement en France  ;En marche pour la vie;https://www.amazon.com.be/Livre-blanc-lavortement-en-France/dp/2740312423
